State,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine
NJ,4206,1086,0 
OK,369160,38134,0 
RI,8278,665 ,0 
KY,7831,392 ,0 
KY,5818,478 ,0 
KY,1014,0 ,0 
WI,1724,351 ,0 
IL,0 ,105 ,0 
TX,1451,703 ,0 
NY,0 ,750 ,0 
TX,0 ,16583,0 
TX,0 ,991 ,0 
PA,66 ,555 ,0 
NJ,3700,502 ,0 
MA,33814,2075,0 
TN,125888,68773,0 
CA,137151,77118,0 
TX,142272,3957940,0 
TX,22 ,0 ,0 
AR,10016,9987,0 
OH,0 ,66 ,0 
DE,34221,10889,0 
FL,30264,1261,0 
OH,106 ,263 ,0 
NY,12284,1816,0 
ID,7305,29654,0 
IA,271 ,308 ,0 
ND,708 ,143 ,0 
MS,280 ,0 ,0 
WI,11606,89 ,0 
FL,0 ,14190,0 
CA,113266,117675,0 
TX,11172,1431,0 
IL,28847,12379,0 
NY,130 ,0 ,0 
NJ,0 ,81 ,0 
MO,0 ,895 ,0 
TX,10959,357 ,0 
TN,0 ,8 ,0 
NC,146 ,163 ,0 
AZ,0 ,1891,0 
FL,0 ,5865,0 
OH,0 ,49 ,0 
MI,740 ,62 ,0 
TX,17640,524861,0 
OH,51 ,0 ,0 
MI,11457,62 ,0 
TX,67 ,14132,0 
FL,2703,2829,0 
NJ,0 ,25679,0 
NC,142223,26265,0 
WA,174 ,65 ,0 
OK,3230,645 ,0 
TX,100 ,0 ,0 
TX,3971,0 ,0 
NY,1643,0 ,0 
MD,0 ,138293,0 
OR,0 ,66 ,0 
PA,0 ,74 ,0 
DE,0 ,1118,0 
OH,136 ,0 ,0 
NY,0 ,3793,0 
KY,373 ,0 ,0 
OR,414413,4905,0 
CA,0 ,1353,0 
PA,1326,1523,0 
MI,13340,3214,0 
PA,13883,2493,0 
AR,177 ,0 ,0 
TX,192 ,0 ,0 
NC,0 ,109 ,0 
AZ,0 ,405 ,0 
TX,0 ,231 ,0 
MS,0 ,394 ,0 
NJ,184 ,0 ,0 
VA,0 ,351 ,0 
TX,0 ,4937,0 
TX,0 ,89 ,0 
AK,6036,3087,0 
IL,24424,45137,0 
CA,153 ,2048,0 
OK,1558,8 ,0 
LA,4315,1013,0 
IN,0 ,7975,0 
MN,31946,9819,0 
IN,1401,158 ,0 
TN,9328,887 ,0 
PA,0 ,20 ,0 
NJ,0 ,14069,0 
CA,1335,12765,0 
NC,409 ,0 ,0 
TN,0 ,102 ,0 
MI,808 ,0 ,0 
NY,0 ,211 ,0 
CA,20699,973 ,0 
FL,13 ,3023,0 
CA,1637,11078,0 
MT,155 ,0 ,0 
PA,0 ,989 ,0 
IN,40 ,411 ,0 
PA,107 ,107 ,0 
CA,1762,0 ,0 
TX,458 ,0 ,0 
FL,0 ,6000,0 
GA,65 ,32861,0 
NE,1147,11465,0 
MI,2789,398 ,0 
MA,0 ,542 ,0 
FL,10505,75371,0 
NY,50 ,0 ,0 
CA,0 ,165532,0 
CA,23 ,0 ,0 
TX,0 ,183 ,0 
KS,173799,74371,0 
KS,0 ,1511,0 
NV,90024,14957,0 
IA,0 ,241 ,0 
MO,927 ,0 ,0 
IA,0 ,573 ,0 
GA,20208,1693,0 
LA,4775,200 ,0 
IA,4546,772 ,0 
OR,11759,395554,0 
VA,13487,300 ,0 
NJ,0 ,170 ,0 
TX,9765,9517,0 
VA,22736,555 ,0 
NJ,14647,989 ,0 
DC,1184,87 ,0 
NJ,76972,15112,0 
MO,17750,79811,0 
IL,0 ,9156,0 
WI,492 ,0 ,0 
NJ,0 ,14390,0 
MO,0 ,310 ,0 
GA,51 ,529 ,0 
TX,158 ,0 ,0 
OH,73 ,1885,0 
CA,0 ,79 ,0 
IN,51 ,0 ,0 
ME,6712,1564,0 
SC,117 ,119697,0 
CT,440 ,0 ,0 
TX,495 ,1336,0 
IN,18033,25007,0 
MN,70 ,700 ,0 
MD,83953,185048,0 
NJ,0 ,12868,0 
VA,47 ,0 ,0 
CA,197433,3842,0 
WI,454 ,0 ,0 
GA,0 ,771 ,0 
MO,0 ,10381,0 
IL,121 ,0 ,0 
VA,26 ,52 ,0 
MN,2687,100 ,0 
NM,257 ,0 ,0 
AR,64630,105829,0 
MS,51 ,0 ,0 
MT,1901,584 ,0 
WY,1123,0 ,0 
OH,0 ,1222,0 
TX,134 ,0 ,0 
OK,118 ,0 ,0 
TX,10183,0 ,0 
NY,40870,15257,0 
MI,36 ,9 ,0 
IL,0 ,806 ,0 
NV,32920,1073,0 
TX,0 ,5463,0 
NY,748 ,139 ,0 
TX,61533,28476,0 
KY,236 ,711 ,0 
NY,0 ,415 ,0 
WV,94 ,0 ,0 
CA,180 ,0 ,0 
PA,971 ,77 ,0 
MO,0 ,44 ,0 
FL,233 ,0 ,0 
CA,82 ,0 ,0 
IL,0 ,1849,0 
NJ,64701,15934,0 
CO,231 ,0 ,0 
PA,0 ,1067,0 
NC,0 ,3355,0 
KY,11406,133241,0 
PA,112482,9490,0 
TN,0 ,43 ,0 
NY,341737,347353,0 
NY,79 ,571 ,0 
AL,14725,840 ,0 
GA,17 ,910 ,0 
NY,548 ,0 ,0 
PA,0 ,97 ,0 
TN,1900,616 ,0 
TX,12384,3836,0 
MO,0 ,517 ,0 
GA,710 ,6610,0 
MO,80989,83251,0 
TX,0 ,62 ,0 
MN,1920,0 ,0 
IA,5700,21968,0 
KY,88 ,0 ,0 
MA,32534,4741,0 
FL,542883,1568689,0 
IL,0 ,356 ,0 
NY,240 ,0 ,0 
CA,102761,24647,0 
NV,0 ,149 ,0 
IA,0 ,776 ,0 
IN,507 ,0 ,0 
TN,11011,5725,0 
CA,0 ,12 ,0 
IL,0 ,18727,0 
DC,1412,125 ,0 
AZ,63 ,8606,0 
MI,23 ,0 ,0 
IL,18789,7804,0 
GA,0 ,3632,0 
NJ,37902,8512,0 
MA,28 ,1034,0 
MN,9271,2643,0 
PA,81 ,0 ,0 
SC,65 ,111 ,0 
VA,46426,2376,0 
NY,1147,308 ,0 
FL,0 ,183 ,0 
IL,168352,148749,0 
VA,32650,2215,0 
TX,22 ,0 ,0 
PA,0 ,74 ,0 
OH,0 ,11197,0 
IA,31424,88429,0 
CA,0 ,114 ,0 
NC,1123,206 ,0 
IA,94 ,111 ,0 
LA,66 ,142 ,0 
NY,60131,4563,0 
TX,0 ,288 ,0 
MA,630 ,23 ,0 
CA,135 ,0 ,0 
NC,5367,1492,0 
FL,1499,0 ,0 
NC,1127,338 ,0 
PA,32430,66392,0 
CA,0 ,539 ,0 
SC,18728,0 ,0 
CT,9 ,862 ,0 
OH,0 ,257 ,0 
GA,8901,3853,0 
MO,1487,85 ,0 
AR,709 ,552 ,0 
IL,2495,470 ,0 
GA,15355312,170529,0 
MI,0 ,176 ,0 
SC,0 ,150 ,0 
MI,5335,751 ,0 
TN,1594,131 ,0 
WY,19700,20744,0 
PA,536228,24052,0 
TX,496 ,354924,0 
FL,180146,374925,0 
NE,106 ,0 ,0 
GA,567 ,0 ,0 
NJ,206 ,1156,0 
MN,0 ,3286,0 
FL,12448,2970,0 
MO,0 ,4338,0 
AZ,34923,7597,0 
NY,4382,0 ,0 
CO,0 ,2097,0 
CA,12 ,333 ,0 
NY,80 ,0 ,0 
CO,0 ,803 ,0 
CA,11144,2470,0 
TX,0 ,18604,0 
MS,570527,710682,0 
CA,545 ,0 ,0 
MA,1404,667 ,0 
TX,10145,2410,0 
MN,30230,3742,0 
NY,0 ,869 ,0 
IL,0 ,536 ,0 
NY,0 ,89 ,0 
NJ,0 ,52365,0 
NC,102097,4330,0 
MS,5534,1603,0 
NY,73717,7761,0 
OH,772 ,138 ,0 
NY,312 ,0 ,0 
NY,0 ,1107,0 
MI,0 ,106 ,0 
NM,345 ,89 ,0 
AR,0 ,8569,0 
OH,300 ,0 ,0 
TN,21022,57826,0 
MO,210 ,258 ,0 
CA,748 ,501 ,0 
NV,0 ,14168,0 
NY,1254,0 ,0 
TX,0 ,76180,0 
IL,0 ,13857,0 
MD,0 ,17717,0 
MA,0 ,3156,0 
NY,46 ,156 ,0 
PA,6350,14537,0 
VA,1609152,4206,0 
CT,85129,94980,0 
TX,99935,5097157,0 
AZ,29230,0 ,0 
UT,0 ,5746,0 
OR,5807,719 ,0 
OH,4373,22 ,0 
IL,0 ,103 ,0 
IN,801 ,626 ,0 
PA,276634,123106,0 
LA,0 ,67 ,0 
IL,29079,172335,0 
NC,1510,183 ,0 
IL,1259748,421358,0 
IA,49 ,277 ,0 
GA,0 ,146 ,0 
IN,0 ,103 ,0 
MA,3394,1080,0 
LA,809 ,1032,0 
CA,528 ,689 ,0 
NC,317659,1141483,0 
TX,0 ,6760,0 
OR,8407,551 ,0 
TN,63717,80297,0 
NV,11109,12002,0 
NJ,10675,1559194,0 
KY,0 ,478 ,0 
WI,543 ,534 ,0 
TX,0 ,1501,0 
NY,47 ,0 ,0 
GA,264 ,0 ,0 
AR,17233,579 ,0 
PA,0 ,522 ,0 
MI,108 ,0 ,0 
SC,0 ,27 ,0 
NJ,27 ,480 ,0 
NJ,0 ,281 ,0 
FL,0 ,497 ,0 
MA,0 ,241 ,0 
WI,155278,52354,0 
HI,353 ,0 ,0 
IL,4752,2140,0 
VA,80365,129125,0 
KS,2524,0 ,0 
SD,9283,4364,0 
NC,0 ,1548,0 
GA,1172736,0 ,0 
FL,3499,262 ,0 
NJ,0 ,1338,0 
OH,0 ,49 ,0 
MI,0 ,66 ,0 
IL,120 ,0 ,0 
OH,88 ,4561,0 
MD,0 ,100740,0 
NY,20759,13506,0 
FL,182 ,363 ,0 
NJ,0 ,2622,0 
TX,1275,0 ,0 
WV,18010,821 ,0 
WI,730 ,643 ,0 
FL,45 ,399 ,0 
NC,1971,3147,0 
TX,0 ,248 ,0 
LA,99 ,3445,0 
NY,55 ,1534,0 
IL,16069,2162,0 
IA,0 ,12245,0 
CA,3690,73 ,0 
NJ,0 ,791 ,0 
WI,7 ,0 ,0 
FL,819470,4398667,0 
OH,0 ,44 ,0 
GA,92 ,0 ,0 
PA,29789,37904,0 
MS,126350,21906,0 
CO,866235,20452,0 
TX,49279,11336,0 
FL,0 ,854 ,0 
MO,0 ,2589,0 
MI,0 ,51 ,0 
VA,176 ,0 ,0 
VA,26131,17463,0 
NC,2253,0 ,0 
MA,0 ,114 ,0 
ID,510 ,9372,0 
MD,0 ,319 ,0 
PA,230 ,0 ,0 
GA,28669,198 ,0 
NY,270 ,0 ,0 
WY,15922,1095,0 
WI,7821,684 ,0 
KY,0 ,1029,0 
NC,1411,384 ,0 
AZ,66 ,175 ,0 
OK,360 ,61 ,0 
WA,23393,5498,0 
MN,0 ,29 ,0 
FL,57695,0 ,0 
AL,0 ,9 ,0 
NJ,0 ,126 ,0 
TN,0 ,1142,0 
GA,214827,633417,0 
NY,10 ,0 ,0 
VA,712 ,0 ,0 
PA,0 ,74 ,0 
KY,17661,1750,0 
NJ,0 ,22977,0 
MO,8804,2922,0 
OK,68442,19481,0 
MS,323644,70207,0 
TX,148054,0 ,0 
OR,125 ,0 ,0 
WA,65835,399631,0 
GA,361 ,0 ,0 
AZ,3313,3837,0 
NJ,0 ,9069,0 
MA,814305,253563,0 
MD,0 ,188 ,0 
MO,0 ,109 ,0 
PA,88 ,478 ,0 
CA,3364,893 ,0 
IL,48620,49163,0 
WI,0 ,2053,0 
VA,77797,10140,0 
CA,17985,3996,0 
TX,73 ,162 ,0 
NJ,0 ,1994,0 
TN,394 ,0 ,0 
NV,0 ,568 ,0 
WA,6747,640 ,0 
KY,271 ,0 ,0 
TX,0 ,32026,0 
MN,380 ,91 ,0 
TX,61337,0 ,0 
CA,2461,1130,0 
FL,27 ,79 ,0 
IL,0 ,287 ,0 
FL,1155,0 ,0 
TX,0 ,136 ,0 
TX,68274,44932,0 
SC,0 ,303302,0 
FL,75 ,81 ,0 
CA,0 ,11391,0 
IL,0 ,771 ,0 
KY,3651,2708,0 
AR,608724,330472,0 
CA,19122,36477,0 
NM,0 ,651 ,0 
TX,106 ,105 ,0 
CA,314 ,0 ,0 
CA,12866,4532,0 
PA,162 ,2930,0 
TX,0 ,14963,0 
CA,3346,581 ,0 
TX,4540,241939,0 
NJ,0 ,136571,0 
CA,10 ,0 ,0 
CA,0 ,909 ,0 
IL,180 ,0 ,0 
MS,136 ,78 ,0 
AZ,0 ,590 ,0 
KY,331 ,0 ,0 
CA,96652,20251,0 
NY,773 ,64 ,0 
OK,80440,19270,0 
NJ,127 ,20501,0 
FL,965195,211586,0 
LA,0 ,52 ,0 
TN,0 ,638 ,0 
NJ,0 ,33780,0 
FL,1077469,283187,0 
PA,2039,680 ,0 
NY,0 ,2304,0 
CA,3717,1162,0 
IL,6368,998 ,0 
GA,20494,9029,0 
TX,5034,4384,0 
WA,21707,5259,0 
OR,79217,3566,0 
PA,0 ,83 ,0 
NE,11591,4205,0 
NE,61 ,0 ,0 
MO,0 ,4369,0 
NJ,30493,185142,0 
OH,176 ,0 ,0 
TN,0 ,2648,0 
PA,0 ,17 ,0 
GA,0 ,57349,0 
TX,0 ,5086,0 
VI,718 ,9 ,0 
NY,0 ,80 ,0 
PA,0 ,3598,0 
CA,1602,0 ,0 
PA,0 ,1770,0 
TX,124 ,0 ,0 
TN,209 ,0 ,0 
AZ,49875,19958,0 
PA,16664,632 ,0 
PA,18 ,202 ,0 
LA,3277,1018,0 
GA,35408,436 ,0 
MD,85 ,1526,0 
NC,15929,3990,0 
IL,0 ,117 ,0 
FL,1244651,0 ,0 
NY,0 ,331 ,0 
NC,61179,13115,0 
TX,163491,109940,0 
CA,26564,2070,0 
PA,16703,15042,0 
PA,218803,493 ,0 
IN,231742,560795,0 
IL,0 ,2013,0 
GA,241 ,26 ,0 
MI,0 ,131 ,0 
KY,0 ,1488,0 
PA,0 ,1576,0 
TX,6717,807 ,0 
FL,18023,0 ,0 
VA,2997,549 ,0 
NC,0 ,105 ,0 
FL,33252,3512,0 
FL,302 ,0 ,0 
CO,95 ,15298,0 
NY,30 ,83 ,0 
NC,154473,208131,0 
PA,0 ,742 ,0 
IL,9 ,0 ,0 
FL,2455,25656,0 
CA,0 ,17487,0 
IL,70 ,80 ,0 
CT,0 ,123376,0 
CA,0 ,13836,0 
OH,604 ,1307,0 
IL,2720,289 ,0 
TX,2424,1888,0 
OH,0 ,9849,0 
LA,1799,1105,0 
SC,0 ,1648,0 
TX,35320,3482,0 
NY,382 ,0 ,0 
LA,96881,111973,0 
WA,0 ,1453,0 
MD,0 ,124 ,0 
NC,1202,100 ,0 
VA,45951,606348,0 
AR,571 ,1046,0 
NE,0 ,480127,0 
FL,108015,1164140,0 
MA,9939,1353,0 
TX,51 ,137 ,0 
MD,0 ,278 ,0 
TX,8164,2351,0 
OH,0 ,49 ,0 
TX,17906,457 ,0 
PA,8525,1175,0 
AL,27357,295491,0 
TN,0 ,2754,0 
LA,13810,1002,0 
FL,0 ,197 ,0 
NE,75254,1029,0 
OH,8859,1703,0 
FL,0 ,6937,0 
CA,0 ,6840,0 
TX,614060,2180217,0 
KY,289 ,486 ,0 
AL,9502,1311,0 
TX,396745,5343571,0 
WV,72 ,0 ,0 
NC,2508,663 ,0 
AZ,2791,651 ,0 
VT,9098,1230,0 
AZ,54546,254481,0 
AZ,244 ,38 ,0 
AL,319 ,415656,0 
WI,249 ,0 ,0 
IN,25 ,21 ,0 
OH,0 ,143 ,0 
CA,46 ,0 ,0 
MA,2056,0 ,0 
FL,0 ,5782,0 
MI,139 ,0 ,0 
NY,0 ,4598,0 
FL,0 ,56433,0 
GA,0 ,117 ,0 
TX,3302,728 ,0 
IL,0 ,7640,0 
OH,0 ,519 ,0 
UT,0 ,8 ,0 
FL,177 ,0 ,0 
CA,104823,500305,0 
WA,13362,597 ,0 
PA,1461,118 ,0 
MI,0 ,504 ,0 
KY,47 ,0 ,0 
MI,0 ,133 ,0 
GA,5711,184671,0 
KS,3736,401 ,0 
NM,3257,0 ,0 
PA,0 ,435 ,0 
IN,5771,39210,0 
IN,1574,121 ,0 
NY,403 ,462 ,0 
CA,0 ,114 ,0 
WI,89 ,89 ,0 
WI,3783,2294,0 
VA,391473,102448,0 
CO,5817,1765,0 
MD,0 ,8270,0 
KY,340318,123 ,0 
MO,619 ,0 ,0 
TX,138629,1186682,0 
MA,17262,11825,0 
FL,378 ,0 ,0 
VA,169461,1670630,0 
TN,0 ,3923,0 
NJ,0 ,255 ,0 
CO,0 ,81 ,0 
TX,0 ,32883,0 
MA,28773,4279,0 
CA,157 ,0 ,0 
IL,90 ,0 ,0 
WA,78 ,0 ,0 
MA,248 ,247 ,0 
FL,0 ,2020,0 
CA,1953,63313835,0 
OH,7952,2453,0 
NC,67605,6123,0 
PA,74 ,74 ,0 
CA,118 ,0 ,0 
TX,693 ,0 ,0 
NY,23233928,1332223,0 
OK,864 ,0 ,0 
NJ,1930,52 ,0 
TX,382 ,0 ,0 
AZ,0 ,540 ,0 
TX,933 ,11854,0 
WI,254 ,0 ,0 
CA,674 ,288 ,0 
TX,0 ,19638,0 
MD,0 ,35 ,0 
MS,84 ,4037,0 
IL,198 ,0 ,0 
NY,0 ,19 ,0 
NJ,0 ,231 ,0 
MS,69 ,0 ,0 
WI,51 ,0 ,0 
NJ,0 ,326 ,0 
FL,93 ,64 ,0 
LA,0 ,25511,0 
IL,50167,51 ,0 
FL,123706,12358,0 
MS,0 ,2592,0 
NE,3271,889 ,0 
PA,41711,13210,0 
TX,1373,1562,0 
CA,196598,367148,0 
CA,5714,1971,0 
TN,0 ,11858,0 
PA,12360,3153,0 
NC,6101,7169,0 
MI,66 ,43 ,0 
WI,109 ,0 ,0 
TX,51 ,0 ,0 
FL,0 ,1795,0 
FL,181 ,106 ,0 
UT,0 ,275 ,0 
MO,1543,52 ,0 
NE,81579,188727,0 
NJ,0 ,7646,0 
CA,294 ,733 ,0 
NJ,0 ,159 ,0 
NJ,0 ,444 ,0 
IN,0 ,9 ,0 
IL,0 ,2086,0 
UT,9384,4576,0 
MO,172 ,0 ,0 
IA,1411,2657,0 
NJ,0 ,225 ,0 
NC,165387,78715,0 
NC,1691,227 ,0 
SD,47 ,23 ,0 
NY,4941,35573,0 
IA,0 ,191 ,0 
MN,181 ,0 ,0 
IL,516 ,18357,0 
AL,107 ,64 ,0 
MA,14095,1156,0 
GA,184 ,0 ,0 
OK,2871,87878,0 
MI,15738,69 ,0 
NC,0 ,51 ,0 
PA,0 ,7895,0 
MA,22687,3193,0 
FL,24800,0 ,0 
NJ,85 ,594 ,0 
FL,1224,268 ,0 
GA,6176,2720,0 
IN,381 ,2016,0 
CO,164598,0 ,0 
TX,4500,0 ,0 
IL,116 ,4748,0 
IL,1057,5930,0 
AL,1255,208706,0 
KY,287 ,0 ,0 
AR,3049,215 ,0 
NY,52 ,0 ,0 
NY,17395,9189,0 
MA,130 ,0 ,0 
MO,4881,2880,0 
OK,78465,17420,0 
NC,892248,1036858,0 
KY,18 ,174 ,0 
OH,6291,411 ,0 
CA,52466,84804,0 
VA,0 ,70 ,0 
OH,744 ,370 ,0 
IL,0 ,186088,0 
FL,363 ,0 ,0 
WA,988 ,291 ,0 
TN,0 ,74929,0 
CO,1568,2427,0 
NY,483 ,0 ,0 
TN,0 ,500 ,0 
TX,0 ,499 ,0 
LA,27173,14938,0 
TN,0 ,214 ,0 
MN,7790,3654,0 
NH,491 ,111 ,0 
FL,28159,252 ,0 
MN,4531,422 ,0 
AR,1612,263 ,0 
TN,5183,641 ,0 
MO,1724,141 ,0 
OK,492 ,247 ,0 
NC,0 ,259 ,0 
GA,0 ,1552,0 
PA,165 ,74 ,0 
GA,5087,754 ,0 
CA,34964,77665,0 
PA,0 ,482 ,0 
MN,357 ,488 ,0 
PA,730 ,183 ,0 
CA,1896,353 ,0 
ID,8158350,58375,0 
TN,292299,276068,0 
NY,0 ,249 ,0 
GA,258247,26201,0 
CA,101 ,0 ,0 
KY,5257,129 ,0 
NC,571 ,1018,0 
GA,1421,0 ,0 
ND,947 ,0 ,0 
NJ,0 ,40350,0 
AZ,0 ,202 ,0 
CO,154 ,51 ,0 
FL,0 ,1878,0 
TX,551 ,52 ,0 
IL,74 ,0 ,0 
TX,0 ,89 ,0 
MN,245 ,0 ,0 
VA,0 ,1421,0 
FL,0 ,416 ,0 
TX,7977,756141,0 
ME,1091,344 ,0 
OK,264 ,0 ,0 
TX,0 ,610 ,0 
IN,71 ,0 ,0 
LA,1188,988 ,0 
FL,0 ,16174,0 
AR,0 ,9 ,0 
ND,27823,4352,0 
CT,600 ,108 ,0 
IL,19760,5950,0 
MI,0 ,425 ,0 
IN,0 ,2410,0 
NY,9711,1926,0 
TX,56954,24530,0 
TX,73 ,4819,0 
NJ,884 ,1568806,0 
WA,186 ,0 ,0 
GA,161254,46769,0 
CA,0 ,9528,0 
NY,13468,692 ,0 
UT,62 ,0 ,0 
SC,2863,5169,0 
CO,346 ,366 ,0 
NC,230 ,0 ,0 
NC,1268,12890,0 
OR,347 ,533 ,0 
NY,0 ,2020,0 
MN,36960,4914,0 
MO,41568,428 ,0 
AL,49 ,2768,0 
GA,13759,1972,0 
MN,8468,1029,0 
PA,605 ,901 ,0 
GA,0 ,22519,0 
MA,0 ,2167,0 
AL,313 ,0 ,0 
LA,15057,10052,0 
TN,2651,409 ,0 
IN,0 ,530 ,0 
TX,0 ,10425,0 
MO,411 ,0 ,0 
NJ,177740,1254,0 
IL,9 ,2632,0 
CO,0 ,101 ,0 
NC,72109,9823,0 
AK,20281,0 ,0 
MD,5704,489 ,0 
UT,0 ,156 ,0 
CA,817929,51 ,0 
TN,86275,9408,0 
IL,3806,13366,0 
FL,8612,831 ,0 
MS,51 ,0 ,0 
FL,123756,16565,0 
GA,0 ,13408,0 
WI,3049,79229,0 
OR,1375,0 ,0 
NJ,0 ,1362,0 
VA,3974,4346,0 
AZ,86887,8759,0 
NC,0 ,33 ,0 
IL,0 ,66215,0 
NY,87 ,0 ,0 
CA,24024,0 ,0 
NY,3677,0 ,0 
NC,0 ,253 ,0 
NJ,0 ,24 ,0 
FL,53 ,0 ,0 
NC,73 ,20 ,0 
MN,1263,97 ,0 
NE,33041,12025,0 
IL,0 ,128069,0 
OH,0 ,58 ,0 
MD,255974,132569,0 
NJ,124469,18422,0 
MI,12759,1371,0 
MD,0 ,78 ,0 
FL,25603,412858,0 
IL,26150,70774,0 
CT,0 ,3907,0 
FL,0 ,39474,0 
NJ,0 ,85 ,0 
TX,0 ,15084,0 
TX,124 ,0 ,0 
MD,43677,19553,0 
ID,555329,402963,0 
NY,71606,358 ,0 
MO,430 ,0 ,0 
TX,26 ,1869,0 
SC,1359819,18422,0 
NY,0 ,245 ,0 
KY,694 ,667 ,0 
TN,19308,3478,0 
NC,134659,55815,0 
NJ,295026,7192,0 
ID,0 ,1703,0 
OK,45529,36394,0 
OH,17830,58606,0 
TX,9476,1814,0 
MA,78 ,0 ,0 
TX,0 ,8607,0 
MS,0 ,1297,0 
NC,580 ,0 ,0 
WI,339 ,0 ,0 
MD,11099,6878,0 
TN,2488,734 ,0 
NV,1118,380 ,0 
KY,26155,1969,0 
WI,103 ,0 ,0 
KS,0 ,18 ,0 
GA,0 ,16041,0 
FL,0 ,16093,0 
UT,7200,14121,0 
IL,5999,2125,0 
TX,0 ,16091,0 
NV,56525,25697,0 
FL,0 ,9309,0 
GA,0 ,491 ,0 
IN,5455,1785,0 
DC,86 ,749 ,0 
AZ,23 ,0 ,0 
LA,35922,16061,0 
GA,0 ,17083,0 
FL,0 ,669 ,0 
CO,36716,476 ,0 
MO,619 ,174 ,0 
IN,655 ,1027,0 
GA,1180,78 ,0 
LA,0 ,29851,0 
IA,30156,20530,0 
NY,0 ,6770,0 
NJ,0 ,9392,0 
TX,0 ,9 ,0 
MI,46736,4599,0 
NY,61415,4652,0 
MN,9619,0 ,0 
PA,21287,42655,0 
MI,0 ,147 ,0 
AZ,0 ,81 ,0 
FL,0 ,551 ,0 
IL,22 ,22 ,0 
NY,130 ,721 ,0 
OH,51 ,0 ,0 
TN,766 ,70 ,0 
WI,55746,115911,0 
AZ,65967,85637,0 
WI,0 ,329 ,0 
IL,36627,503936,0 
LA,0 ,176 ,0 
IL,0 ,495 ,0 
TX,158 ,0 ,0 
IA,304 ,43 ,0 
CA,0 ,140242,0 
MD,1833320,50051,0 
OH,0 ,359 ,0 
NV,0 ,24219,0 
NJ,0 ,1009,0 
NE,19399,34919,0 
CA,69468,15760,0 
TX,53173,12694,0 
GA,3044,10708,0 
OK,107150,123533,0 
IN,0 ,105 ,0 
IN,81040,16442,0 
WI,294 ,889 ,0 
CA,2858,532 ,0 
OH,126275,338 ,0 
OR,9713,5575,0 
NY,8562,30583,0 
GA,310650,1010338,0 
MA,31114,15006,0 
OK,0 ,7614,0 
GA,13015,874 ,0 
WA,131060,384043,0 
MA,46637,117115,0 
CO,177 ,0 ,0 
CA,39445,113691,0 
NC,0 ,314 ,0 
IN,864 ,0 ,0 
TX,0 ,313 ,0 
MN,1759,1360,0 
IL,448 ,74 ,0 
CA,51 ,0 ,0 
VT,1178,0 ,0 
OH,7621,10401,0 
MD,75 ,879 ,0 
OK,0 ,51 ,0 
MS,917 ,0 ,0 
NJ,82 ,297 ,0 
IN,292 ,0 ,0 
FL,0 ,286 ,0 
PA,0 ,3077,0 
UT,253 ,1033,0 
NC,3116,0 ,0 
MS,0 ,6305,0 
CO,98375,407139,0 
WI,965 ,464 ,0 
IA,1356,239296,0 
TX,75 ,3287,0 
MD,0 ,27 ,0 
LA,644 ,185 ,0 
IA,23 ,0 ,0 
RI,0 ,141 ,0 
AZ,955 ,2028,0 
SC,274101,1054039,0 
NC,31114,1558,0 
NJ,0 ,3219,0 
CA,249565,22282,0 
IL,808973,0 ,0 
IL,13600,24913,0 
NY,7550,1816,0 
MO,65 ,156 ,0 
MA,0 ,108 ,0 
CA,877 ,53 ,0 
GA,1622,302 ,0 
NJ,0 ,326 ,0 
NY,0 ,466 ,0 
MO,0 ,337 ,0 
IL,4585,1892,0 
NY,0 ,889 ,0 
ID,0 ,1637,0 
NC,42979,30049,0 
CT,484 ,182 ,0 
CA,162 ,0 ,0 
MS,24233,1502,0 
NV,18 ,0 ,0 
OH,177 ,0 ,0 
NJ,0 ,95 ,0 
OH,0 ,665 ,0 
OK,25 ,0 ,0 
NJ,0 ,73575,0 
AL,2664,18 ,0 
KY,1249,191 ,0 
AL,0 ,6098,0 
OH,0 ,622 ,0 
MN,494 ,381 ,0 
AL,108970,18001,0 
CT,5809,1741,0 
SC,0 ,159 ,0 
CT,0 ,247 ,0 
NC,120760,37900,0 
KS,297 ,36 ,0 
GA,4298,192 ,0 
TX,0 ,127 ,0 
NM,67 ,0 ,0 
MT,19946,1260,0 
MO,653 ,0 ,0 
FL,0 ,829 ,0 
OR,93385,8182,0 
NE,373 ,49 ,0 
OK,367665,68943,0 
FL,59590,19607,0 
MA,317 ,9 ,0 
PA,74 ,0 ,0 
KS,16460,120240,0 
NJ,657 ,6179,0 
WI,2431,11 ,0 
TX,10686,674 ,0 
TN,16676,2487,0 
NC,665 ,530 ,0 
WY,0 ,2069,0 
IL,0 ,178 ,0 
VA,0 ,1873,0 
OR,406 ,0 ,0 
SC,61 ,0 ,0 
OH,390 ,26 ,0 
FL,0 ,4815,0 
TX,0 ,43 ,0 
NY,0 ,341 ,0 
KS,2790,892 ,0 
CA,1433,0 ,0 
CT,259692,61497,0 
NV,822336,836 ,0 
IA,937 ,0 ,0 
CO,216407,308 ,0 
FL,188685,3117151,0 
MN,3151,264 ,0 
CT,0 ,180 ,0 
MS,0 ,2479,0 
GA,0 ,643 ,0 
NC,430 ,237 ,0 
NC,411 ,636 ,0 
NY,6776,42650,0 
ND,47448,2427,0 
MD,82 ,0 ,0 
TX,353024,447927,0 
